"CustomerID","Age","PlanType","MonthlyBill","HoursWatched_Last30d","SignupDate","CustomerCode","LastSupportTicket"
"123-SYL","37","Basico","10.71","15.0","11-Oct-23","123-SYL","PROBLEMA CON SUBTÃTULOS. El problema persiste desde hace varios dÃ­as."
"70-NKG","74","Prem","64.68","93.0","6/9/2023","70-NKG","OK"
"17-HOG","51","Estandar","35.29","44.3","3/9/2022","17-HOG","PROBLEMA CON REPRODUCCIÃ“N DE VIDEO"
"61-FQO","64","Basico","18.4","16.1","10/14/2022","61-FQO","PROBLEMA DE CONEXION A INTERNET"
"4-YCT","76","PREM","64.58","91.5","2/23/2021","4-YCT","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"78-LWW","47","Basico","18.46","26.3","5/26/2023","78-LWW","Problema con subtÃ­tulos. El problema persiste desde hace varios dÃ­as."
"111-UNI","27","Estandar","37.56","72.5","10/19/2023","111-UNI","Error en la aplicacion movil. Cliente insatisfecho con la respuesta anterior."
"103-HSX","46","Basico","19.6","37.5","9/24/2022","103-HSX","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"111-SXC","79","Basico","13.66","49.9","3/16/2023","111-SXC","Problema de conexion a internet. Se requiere seguimiento urgente."
"93-BFS","69","Basico","15.52","20.0","11-Dec-22","93-BFS","ERROR EN SISTEMA DE RECOMENDACIONES. Cliente insatisfecho con la respuesta anterior."
"58-KEB","92","Premium","67.17","174.0","12/31/2020","58-KEB","CONSULTA SOBRE FACTURACIÃ“N. Cliente insatisfecho con la respuesta anterior."
"50-PCU","48","Basico","15.33","41.2","10/14/2022","50-PCU","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"43-TNA","40","Estandar","","39.4","8/13/2025","43-TNA","CONSULTA SOBRE FACTURACIÃ“N"
"118-GEC","43","Basico","17.54","12.7","10/10/2023","118-GEC","Solicitud de cancelaciÃ³n de servicio"
"103-XMQ","71","Estandar","33.65","88.6","8/14/2023","103-XMQ","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"18-PJH","43","Estandar","30.63","56.2","2/15/2024","18-PJH","PROBLEMA CON REPRODUCCIÃ“N DE VIDEO"
"35-QHG","42","Basico","14.38","29.5","4/10/2023","35-QHG","Consulta sobre contenido disponible. El cliente reporta intermitencia en el servicio."
"25-HBM","44","Basico","14.32","33.9","25-Nov-23","25-HBM","Consulta tecnica general"
"49-INA","87","Basico","15.61","12.4","1/12/2023","49-INA","Consulta tecnica general. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"72-JUP","93","Premium","62.99","141.7","2/25/2022","72-JUP","Queja sobre atencion al cliente. Cliente insatisfecho con la respuesta anterior."
"68-DTF","49","Estandar","28.29","33.1","10/27/2025","68-DTF","problema de conexion a internet"
"65-ZFZ","56","Basico","","39.1","6/23/2021","65-ZFZ","error en sistema de recomendaciones"
"87-QZW","21","PREM","66.75","186.7","4/28/2021","87-QZW","Consulta sobre contenido disponible"
"62-FAM","86","Basico","14.98","39.0","8/15/2023","62-FAM","Queja sobre atencion al cliente. Se requiere seguimiento urgente."
"56-WGX","50","premium","65.17","129.5","8/25/2023","56-WGX","CONSULTA SOBRE CONTENIDO DISPONIBLE. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"16-UYB","66","Basico","14.13","49.1","7-Jan-24","16-UYB","Error en la aplicacion movil"
"54-KWH","67","Estandar","27.38","52.9","11-Oct-23","54-KWH","OK"
"109-MCZ","65","Premium","79.75","80.3","11/22/2024","109-MCZ","Solicitud de cancelaciÃ³n de servicio"
"22-BXI","82","Basico","19.87","34.6","13-Apr-21","22-BXI","Consulta sobre facturacion. El problema persiste desde hace varios dÃ­as."
"18-VHB","39","Estandar","34.64","79.0","5/8/2025","18-VHB","problema de conexion a internet"
"115-JNH","57","Estandar","37.09","46.5","2/20/2021","115-JNH","CONSULTA SOBRE CONTENIDO DISPONIBLE. Problema resuelto en primera instancia."
"30-DZD","45","Estandar","29.98","52.4","7/19/2024","30-DZD","Problema con subtÃ­tulos"
"77-YFM","59","Basico","11.9","12.6","17-Sep-25","77-YFM","Solicitud de cancelaciÃ³n de servicio. Cliente insatisfecho con la respuesta anterior."
"115-DIZ","31","Basico","19.14","32.7","12/18/2021","115-DIZ","Consulta sobre facturacion. El problema persiste desde hace varios dÃ­as."
"61-NMH","24","Basico","10.37","10.4","11/13/2023","61-NMH","queja sobre atencion al cliente. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"129-HKN","71","Estandar","27.94","83.9","15-Oct-21","129-HKN","OK"
"85-APZ","60","Basico","14.16","28.5","12/5/2020","85-APZ","Problema de conexion a internet. El problema persiste desde hace varios dÃ­as."
"9-VRP","13","Basico","","19.2","08/23/2024","9-VRP","ERROR EN SISTEMA DE RECOMENDACIONES. El cliente reporta intermitencia en el servicio."
"70-NXY","73","Basico","17.32","40.7","6/21/2021","70-NXY","Queja sobre atencion al cliente. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"29-WYK","26","Estandar","34.83","31.0","6/25/2023","29-WYK","problema de conexion a internet. Problema resuelto en primera instancia."
"74-RKX","96","Basico","10.97","47.3","02/26/2024","74-RKX","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"61-BUT","57","Basico","17.64","23.5","1/31/2023","61-BUT","consulta tecnica general"
"23-JKE","46","premium","77.32","154.4","6/10/2021","23-JKE","ERROR EN LA APLICACION MOVIL. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"122-ZTJ","67","Basico","17.56","14.1","1/6/2023","122-ZTJ","PROBLEMA CON SUBTÃTULOS. Problema resuelto en primera instancia."
"17-ZTV","68","premium","66.71","134.9","1/31/2024","17-ZTV","problema de conexion a internet. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"95-QKV","29","PREM","52.55","181.2","7/22/2022","95-QKV","Error en la aplicacion movil. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"8-UQG","53","Estandar","25.57","37.5","3/16/2024","8-UQG","Consulta sobre facturacion"
"19-ZJM","22","estandar","25.38","50.0","11/7/2024","19-ZJM","Consulta sobre facturacion"
"67-TID","82","Estandar","26.17","33.4","22-Feb-24","67-TID","Consulta tecnica general. Problema resuelto en primera instancia."
"76-XRC","109","Basico","13.11","45.1","5/14/2025","76-XRC","OK"
"122-BVK","41","Basico","19.39","45.8","7/1/2024","122-BVK","CONSULTA SOBRE FACTURACIÃ“N"
"4-MSD","33","estandar","35.23","46.7","8/8/2023","4-MSD","Consulta tecnica general"
"60-BFR","46","Basico","13.43","26.2","7/30/2022","60-BFR","QUEJA SOBRE ATENCIÃ“N AL CLIENTE. El cliente reporta intermitencia en el servicio."
"127-ACP","132","estandar","33.64","87.0","8/20/2022","127-ACP","PROBLEMA DE CONEXION A INTERNET. Se requiere seguimiento urgente."
"101-DFY","40","Estandar","35.75","88.1","10/23/2025","101-DFY","CONSULTA SOBRE CONTENIDO DISPONIBLE. Problema resuelto en primera instancia."
"94-IKR","38","Estandar","28.01","74.5","9/23/2024","94-IKR","Problema de conexion a internet"
"111-BAM","60","Basico","10.59","28.3","4/7/2024","111-BAM","error en la aplicacion movil. Cliente insatisfecho con la respuesta anterior."
"16-PJQ","54","Basico","12.75","29.1","9/13/2023","16-PJQ","OK"
"60-QJZ","62","Estandar","27.16","48.7","10/23/2023","60-QJZ","ERROR EN LA APLICACION MOVIL"
"5-BYC","72","Premium","57.32","194.9","9-Oct-22","5-BYC","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"5-IRO","67","Estandar","","43.5","4/12/2025","5-IRO","PROBLEMA CON SUBTÃTULOS"
"91-CMF","78","Basico","","23.4","3/31/2023","91-CMF","OK"
"19-CXG","30","Premium","62.36","199.5","6/25/2025","19-CXG","consulta tecnica general"
"65-APD","54","Basico","14.49","18.4","24-Dec-23","65-APD","QUEJA SOBRE ATENCIÃ“N AL CLIENTE"
"61-BRO","51","Estandar","25.09","88.9","04/22/2021","61-BRO","problema con subtÃ­tulos. Se requiere seguimiento urgente."
"109-SYT","62","Estandar","36.07","98.6","9/7/2022","109-SYT","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"45-FFD","49","Basico","12.25","15.4","3/24/2025","45-FFD","Problema de conexion a internet"
"16-VEJ","32","Basico","","17.0","28-Feb-21","16-VEJ","ERROR EN LA APLICACION MOVIL. El cliente reporta intermitencia en el servicio."
"58-SES","85","Estandar","32.95","93.1","28-Jul-22","58-SES","Queja sobre atencion al cliente. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"114-LPU","30","Basico","12.13","39.3","24-Jul-21","114-LPU","Problema de conexion a internet. El cliente reporta intermitencia en el servicio."
"32-XFS","37","premium","","137.5","3/31/2022","32-XFS","CONSULTA SOBRE FACTURACIÃ“N. Se requiere seguimiento urgente."
"12-NPW","42","Basico","13.38","31.5","6/7/2024","12-NPW","CONSULTA TECNICA GENERAL. Cliente insatisfecho con la respuesta anterior."
"35-UFQ","27","Estandar","26.06","80.5","10/28/2022","35-UFQ","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"2-UUR","59","Premium","52.5","99.8","22-Sep-21","2-UUR","QUEJA SOBRE ATENCIÃ“N AL CLIENTE"
"112-UOJ","33","Estandar","34.06","80.3","11/28/2023","112-UOJ","Error en la aplicacion movil. El problema persiste desde hace varios dÃ­as."
"37-POM","39","Estandar","26.14","42.3","8/10/2021","37-POM","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. "
"12-AGG","98","Basico","13.6","30.6","12/1/2022","12-AGG","Problema con subtÃ­tulos. El problema persiste desde hace varios dÃ­as."
"94-RJV","16","Estandar","25.62","80.0","5/20/2022","94-RJV","PROBLEMA CON SUBTÃTULOS. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"4-UUY","66","Premium","53.76","87.3","5/23/2021","4-UUY","Error en la aplicacion movil. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"66-QGW","51","Basico","14.97","47.2","12/30/2022","66-QGW","problema de conexion a internet. Se requiere seguimiento urgente."
"102-QHE","65","Estandar","35.95","58.5","12/31/2024","102-QHE","problema con subtÃ­tulos"
"26-IUC","75","Premium","58.74","197.9","9/14/2023","26-IUC","Consulta sobre contenido disponible. Cliente insatisfecho con la respuesta anterior."
"94-IRH","36","PREM","50.69","90.2","10/10/2023","94-IRH","Solicitud de cancelaciÃ³n de servicio"
"5-UTJ","45","Estandar","27.67","98.8","1/11/2024","5-UTJ","Consulta sobre facturacion. Problema resuelto en primera instancia."
"14-ZHF","72","Basico","18.23","17.8","12/9/2022","14-ZHF","consulta sobre contenido disponible"
"23-CPN","44","Estandar","33.16","72.5","10/10/2024","23-CPN","error en la aplicacion movil. Cliente insatisfecho con la respuesta anterior."
"10-WWS","91","PREM","68.35","140.6","08/20/2021","10-WWS","PROBLEMA CON SUBTÃTULOS"
"2-AEV","42","Prem","","92.8","7/10/2021","2-AEV","CONSULTA TECNICA GENERAL. El cliente reporta intermitencia en el servicio."
"120-QMS","65","Premium","78.8","189.0","14-Nov-25","120-QMS","OK"
"18-VWQ","19","Estandar","","50.5","8/4/2024","18-VWQ","error en sistema de recomendaciones. Cliente insatisfecho con la respuesta anterior."
"40-YPN","34","Basico","13.34","26.7","5/16/2025","40-YPN","Problema con reproducciÃ³n de video. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"10-VQU","94","Basico","13.94","27.4","6/15/2021","10-VQU","consulta tecnica general. El cliente reporta intermitencia en el servicio."
"14-NFK","130","Premium","","184.5","9/26/2025","14-NFK","ERROR EN SISTEMA DE RECOMENDACIONES"
"55-GIB","41","Basico","14.35","14.4","18-May-22","55-GIB","Problema con subtÃ­tulos. Se requiere seguimiento urgente."
"74-TBG","128","Premium","","143.3","5/19/2023","74-TBG","CONSULTA SOBRE CONTENIDO DISPONIBLE. Problema resuelto en primera instancia."
"34-KFQ","19","Estandar","","37.2","10/24/2023","34-KFQ","problema con reproducciÃ³n de video. Se necesita contactar al cliente para mÃ¡s informaciÃ³n."
"74-HEA","90","Prem","67.48","99.9","8/25/2021","74-HEA","Queja sobre atencion al cliente"
"75-VQT","80","estandar","36.41","89.8","21-May-25","75-VQT","SOLICITUD DE CANCELACIÃ“N DE SERVICIO"
"63-DOH","12","Estandar","33.53","85.5","1/31/2021","63-DOH","consulta sobre facturacion"
"36-ULO","34","PREM","","154.7","4/10/2025","36-ULO","ERROR EN SISTEMA DE RECOMENDACIONES"
"7-QEF","68","Estandar","28.41","72.5","1/23/2024","7-QEF","Queja sobre atencion al cliente"
"4-VZV","115","Premium","76.61","94.1","2-Feb-25","4-VZV","Queja sobre atencion al cliente. Se requiere seguimiento urgente."
"37-LGU","54","Basico","14.06","12.9","3/28/2021","37-LGU","Consulta tecnica general"
"48-UII","66","premium","","181.2","7/13/2021","48-UII","CONSULTA TECNICA GENERAL. El problema persiste desde hace varios dÃ­as."
"10-WVE","76","estandar","","76.7","1/3/2023","10-WVE","Problema con subtÃ­tulos"
"99-NBR","27","Premium","79.07","182.5","14-Aug-25","99-NBR","Problema con subtÃ­tulos. El problema persiste desde hace varios dÃ­as."
"82-BKE","20","Estandar","33.73","61.0","8/1/2023","82-BKE","Problema con reproducciÃ³n de video. El cliente reporta intermitencia en el servicio."
"72-KBY","59","Premium","72.88","129.4","2/27/2025","72-KBY","CONSULTA SOBRE CONTENIDO DISPONIBLE"
"121-XYZ","67","Estandar","25.99","84.4","10/5/2025","121-XYZ","Consulta tecnica general"
"22-YYI","28","Estandar","30.16","97.3","4/12/2025","22-YYI","Error en la aplicacion movil"
"20-PAC","62","estandar","32.69","76.9","2/22/2025","20-PAC","Consulta tecnica general. Se requiere seguimiento urgente."
"75-HPS","68","Basico","10.47","44.6","3/28/2024","75-HPS","Error en la aplicacion movil. Cliente insatisfecho con la respuesta anterior."
"26-KNY","54","premium","64.98","141.6","11/3/2024","26-KNY","Consulta sobre facturacion"
